State,Year,Quarter,District,Registered_users,App_opens,Region
uttar-pradesh,2021,4,Mahoba ,109417,3370832,Central Region
uttar-pradesh,2021,4,Lucknow ,2215886,65244080,Central Region
uttar-pradesh,2021,4,Sant Kabeer Nagar ,206542,7429877,Central Region
uttar-pradesh,2021,4,Hathras ,247776,8866006,Central Region
uttar-pradesh,2021,4,Budaun ,290309,8646437,Central Region
uttar-pradesh,2021,4,Moradabad ,496358,17198569,Central Region
uttar-pradesh,2021,4,Kushinagar ,547287,21821978,Central Region
uttar-pradesh,2021,4,Baghpat ,257605,9123679,Central Region
uttar-pradesh,2021,4,Shahjahanpur ,336128,8051413,Central Region
uttar-pradesh,2021,4,Muzaffarnagar ,480240,17005233,Central Region
uttar-pradesh,2021,4,Ambedkar Nagar ,325090,9477709,Central Region
uttar-pradesh,2021,4,Bahraich ,245502,7041508,Central Region
uttar-pradesh,2021,4,Jalaun ,246646,8392204,Central Region
uttar-pradesh,2021,4,Rampur ,264569,9524556,Central Region
uttar-pradesh,2021,4,Ballia ,513629,17655465,Central Region
uttar-pradesh,2021,4,Shravasti ,63555,1885163,Central Region
uttar-pradesh,2021,4,Kasganj ,170176,5438009,Central Region
uttar-pradesh,2021,4,Varanasi ,1325315,32947562,Central Region
uttar-pradesh,2021,4,Gautam Buddha Nagar ,2664034,106538115,Central Region
uttar-pradesh,2021,4,Basti ,344852,12800452,Central Region
uttar-pradesh,2021,4,Shamli ,203726,7458420,Central Region
uttar-pradesh,2021,4,Maharajganj ,352595,11595475,Central Region
uttar-pradesh,2021,4,Etawah ,267952,9316048,Central Region
uttar-pradesh,2021,4,Etah ,230890,8015063,Central Region
uttar-pradesh,2021,4,Banda ,166922,4693219,Central Region
uttar-pradesh,2021,4,Bijnor ,474546,15441993,Central Region
uttar-pradesh,2021,4,Hardoi ,345246,8663687,Central Region
uttar-pradesh,2021,4,Balrampur ,161496,6228027,Central Region
uttar-pradesh,2021,4,Amroha ,262094,10321695,Central Region
uttar-pradesh,2021,4,Pilibhit ,250203,5578152,Central Region
uttar-pradesh,2021,4,Mainpuri ,267320,8714957,Central Region
uttar-pradesh,2021,4,Kanpur Dehat ,201743,7039315,Central Region
uttar-pradesh,2021,4,Jaunpur ,698280,21320725,Central Region
uttar-pradesh,2021,4,Kaushambi ,136353,4006717,Central Region
uttar-pradesh,2021,4,Hapur ,309228,12341714,Central Region
uttar-pradesh,2021,4,Hamirpur ,139019,4101855,Central Region
uttar-pradesh,2021,4,Meerut ,911852,30248838,Central Region
uttar-pradesh,2021,4,Mathura ,674711,25736842,Central Region
uttar-pradesh,2021,4,Chitrakoot ,97682,3192625,Central Region
uttar-pradesh,2021,4,Lalitpur ,167240,6745680,Central Region
uttar-pradesh,2021,4,Mau ,314297,9333091,Central Region
uttar-pradesh,2021,4,Mirzapur ,337415,9532883,Central Region
uttar-pradesh,2021,4,Bulandshahr ,574654,22212038,Central Region
uttar-pradesh,2021,4,Gonda ,328086,11353784,Central Region
uttar-pradesh,2021,4,Jhansi ,497457,18602474,Central Region
uttar-pradesh,2021,4,Chandauli ,322309,9366865,Central Region
uttar-pradesh,2021,4,Bhadohi ,245007,6929593,Central Region
uttar-pradesh,2021,4,Pratapgarh ,397596,12726654,Central Region
uttar-pradesh,2021,4,Saharanpur ,625876,24467930,Central Region
uttar-pradesh,2021,4,Bara Banki ,313465,9099109,Central Region
uttar-pradesh,2021,4,Bareilly ,821986,24139955,Central Region
uttar-pradesh,2021,4,Sitapur ,428710,8366576,Central Region
uttar-pradesh,2021,4,Sultanpur ,323438,10055921,Central Region
uttar-pradesh,2021,4,Agra ,1204274,39065873,Central Region
uttar-pradesh,2021,4,Fatehpur ,244390,6639155,Central Region
uttar-pradesh,2021,4,Rae Bareli ,282965,8007627,Central Region
uttar-pradesh,2021,4,Firozabad ,443735,13720711,Central Region
uttar-pradesh,2021,4,Kheri ,480851,8802799,Central Region
uttar-pradesh,2021,4,Gorakhpur ,964667,31482311,Central Region
uttar-pradesh,2021,4,Unnao ,316042,8231448,Central Region
uttar-pradesh,2021,4,Prayagraj ,1414447,41302994,Central Region
uttar-pradesh,2021,4,Sonbhadra ,292843,11574122,Central Region
uttar-pradesh,2021,4,Ghazipur ,552224,16930341,Central Region
uttar-pradesh,2021,4,Farrukhabad ,248877,7866758,Central Region
uttar-pradesh,2021,4,Kannauj ,213494,6740457,Central Region
uttar-pradesh,2021,4,Azamgarh ,624474,18834505,Central Region
uttar-pradesh,2021,4,Ayodhya ,399921,12244724,Central Region
uttar-pradesh,2021,4,Deoria ,528101,19515010,Central Region
uttar-pradesh,2021,4,Ghaziabad ,2169109,65620930,Central Region
uttar-pradesh,2020,1,Amethi ,136952,2245853,Central Region
uttar-pradesh,2020,1,Siddharthnagar ,132802,2569918,Central Region
uttar-pradesh,2020,1,Auraiya ,106853,1866472,Central Region
uttar-pradesh,2020,1,Sambhal ,107252,1601899,Central Region
uttar-pradesh,2020,1,Kanpur Nagar ,788847,13496514,Central Region
uttar-pradesh,2020,1,Aligarh ,389467,6865074,Central Region
uttar-pradesh,2020,1,Mahoba ,54536,816864,Central Region
uttar-pradesh,2020,1,Lucknow ,1329098,25199798,Central Region
uttar-pradesh,2020,1,Sant Kabeer Nagar ,106578,1940909,Central Region
uttar-pradesh,2020,1,Hathras ,127615,2209807,Central Region
uttar-pradesh,2020,1,Budaun ,141211,2166711,Central Region
uttar-pradesh,2020,1,Moradabad ,257312,4170631,Central Region
uttar-pradesh,2020,1,Kushinagar ,294988,5937399,Central Region
uttar-pradesh,2020,1,Baghpat ,138206,2557446,Central Region
uttar-pradesh,2020,1,Shahjahanpur ,171075,2516626,Central Region
uttar-pradesh,2020,1,Muzaffarnagar ,253057,4155457,Central Region
uttar-pradesh,2020,1,Ambedkar Nagar ,173558,2877264,Central Region
uttar-pradesh,2020,1,Bahraich ,118691,1816527,Central Region
uttar-pradesh,2020,1,Jalaun ,130530,2040618,Central Region
uttar-pradesh,2020,1,Rampur ,133897,2146614,Central Region
uttar-pradesh,2020,1,Ballia ,279850,4843958,Central Region
uttar-pradesh,2020,1,Shravasti ,29560,473164,Central Region
uttar-pradesh,2020,1,Kasganj ,85463,1362177,Central Region
uttar-pradesh,2020,1,Varanasi ,777234,13178057,Central Region
uttar-pradesh,2020,1,Gautam Buddha Nagar ,1656331,51730780,Central Region
uttar-pradesh,2020,1,Basti ,182992,3369249,Central Region
uttar-pradesh,2020,1,Shamli ,105856,1850600,Central Region
uttar-pradesh,2020,1,Maharajganj ,189603,3159725,Central Region
uttar-pradesh,2020,1,Etawah ,139252,2328900,Central Region
uttar-pradesh,2020,1,Etah ,116306,1901928,Central Region
uttar-pradesh,2020,1,Banda ,85004,1280634,Central Region
uttar-pradesh,2020,1,Bijnor ,245713,3838793,Central Region
uttar-pradesh,2020,1,Hardoi ,166833,2473365,Central Region
uttar-pradesh,2020,1,Balrampur ,79242,1322478,Central Region
uttar-pradesh,2020,1,Amroha ,132719,2256887,Central Region
uttar-pradesh,2020,1,Pilibhit ,131381,1965708,Central Region
uttar-pradesh,2020,1,Mainpuri ,135739,2075154,Central Region
uttar-pradesh,2020,1,Kanpur Dehat ,99757,1818141,Central Region
uttar-pradesh,2020,1,Jaunpur ,376245,6203627,Central Region
uttar-pradesh,2020,1,Kaushambi ,67498,1094664,Central Region
uttar-pradesh,2020,1,Hapur ,166710,3278620,Central Region
uttar-pradesh,2020,1,Hamirpur ,72081,1126805,Central Region
uttar-pradesh,2020,1,Meerut ,509693,9094997,Central Region
uttar-pradesh,2020,1,Mathura ,352252,6604782,Central Region
uttar-pradesh,2020,1,Chitrakoot ,49532,784796,Central Region
uttar-pradesh,2020,1,Lalitpur ,85820,1459863,Central Region
uttar-pradesh,2020,1,Mau ,168403,2477419,Central Region
uttar-pradesh,2020,1,Mirzapur ,184275,2887354,Central Region
uttar-pradesh,2020,1,Bulandshahr ,300819,5867028,Central Region
uttar-pradesh,2020,1,Gonda ,170132,3042875,Central Region
uttar-pradesh,2020,1,Jhansi ,279897,5368682,Central Region
uttar-pradesh,2020,1,Chandauli ,173797,2860413,Central Region
uttar-pradesh,2020,1,Bhadohi ,131750,2035659,Central Region
uttar-pradesh,2020,1,Pratapgarh ,208100,3235514,Central Region
uttar-pradesh,2020,1,Saharanpur ,332027,6277349,Central Region
uttar-pradesh,2020,1,Bara Banki ,163878,2756219,Central Region
uttar-pradesh,2020,1,Bareilly ,452872,7537061,Central Region
uttar-pradesh,2020,1,Sitapur ,223690,2708933,Central Region
uttar-pradesh,2020,1,Sultanpur ,175425,2899397,Central Region
uttar-pradesh,2020,1,Agra ,668251,11430582,Central Region
uttar-pradesh,2020,1,Fatehpur ,123288,1785866,Central Region
uttar-pradesh,2020,1,Rae Bareli ,151785,2282305,Central Region
uttar-pradesh,2020,1,Firozabad ,221119,3395140,Central Region
uttar-pradesh,2020,1,Kheri ,242677,3212975,Central Region
uttar-pradesh,2020,1,Gorakhpur ,539316,9223906,Central Region
uttar-pradesh,2020,1,Unnao ,163038,2496442,Central Region
uttar-pradesh,2020,1,Prayagraj ,816436,15702170,Central Region
uttar-pradesh,2020,1,Sonbhadra ,163017,3124763,Central Region
uttar-pradesh,2020,1,Ghazipur ,299524,4965935,Central Region
uttar-pradesh,2020,1,Farrukhabad ,127474,2023828,Central Region
uttar-pradesh,2020,1,Kannauj ,110383,1588330,Central Region
uttar-pradesh,2020,1,Azamgarh ,334030,5125163,Central Region
uttar-pradesh,2020,1,Ayodhya ,217835,3602820,Central Region
uttar-pradesh,2020,1,Deoria ,285363,5151940,Central Region
uttar-pradesh,2020,1,Ghaziabad ,1296464,29139762,Central Region
uttar-pradesh,2020,2,Amethi ,157381,2923171,Central Region
uttar-pradesh,2020,2,Siddharthnagar ,155865,3796176,Central Region
uttar-pradesh,2020,2,Auraiya ,122400,2546860,Central Region
uttar-pradesh,2020,2,Sambhal ,125328,2192282,Central Region
uttar-pradesh,2020,2,Kanpur Nagar ,864991,11964030,Central Region
uttar-pradesh,2020,2,Aligarh ,440101,8302818,Central Region
uttar-pradesh,2020,2,Mahoba ,62821,1066418,Central Region
uttar-pradesh,2020,2,Lucknow ,1434386,17924865,Central Region
uttar-pradesh,2020,2,Sant Kabeer Nagar ,122481,2602491,Central Region
uttar-pradesh,2020,2,Hathras ,146288,2964233,Central Region
uttar-pradesh,2020,2,Budaun ,166532,3080767,Central Region
uttar-pradesh,2020,2,Moradabad ,295194,4669000,Central Region
uttar-pradesh,2020,2,Kushinagar ,331722,7224934,Central Region
uttar-pradesh,2020,2,Baghpat ,155849,3189090,Central Region
uttar-pradesh,2020,2,Shahjahanpur ,196359,3194920,Central Region
uttar-pradesh,2020,2,Muzaffarnagar ,287462,4970982,Central Region
uttar-pradesh,2020,2,Ambedkar Nagar ,198579,3702829,Central Region
uttar-pradesh,2020,2,Bahraich ,138923,2362835,Central Region
uttar-pradesh,2020,2,Jalaun ,147970,2604204,Central Region
uttar-pradesh,2020,2,Rampur ,155359,2792854,Central Region
uttar-pradesh,2020,2,Ballia ,314673,5982025,Central Region
uttar-pradesh,2020,2,Shravasti ,34854,630619,Central Region
uttar-pradesh,2020,2,Kasganj ,99981,2070383,Central Region
uttar-pradesh,2020,2,Varanasi ,851213,10800706,Central Region
uttar-pradesh,2020,2,Gautam Buddha Nagar ,1756163,31755091,Central Region
uttar-pradesh,2020,2,Basti ,209591,4472498,Central Region
uttar-pradesh,2020,2,Shamli ,120773,2320536,Central Region
uttar-pradesh,2020,2,Maharajganj ,213692,3985207,Central Region
uttar-pradesh,2020,2,Etawah ,159083,2874933,Central Region
uttar-pradesh,2020,2,Etah ,136054,2820615,Central Region
uttar-pradesh,2020,2,Banda ,97787,1534567,Central Region
uttar-pradesh,2020,2,Bijnor ,281914,5230309,Central Region
uttar-pradesh,2020,2,Hardoi ,196544,3605329,Central Region
uttar-pradesh,2020,2,Balrampur ,92076,1792620,Central Region
uttar-pradesh,2020,2,Amroha ,152529,2815705,Central Region
uttar-pradesh,2020,2,Pilibhit ,150146,2442563,Central Region
uttar-pradesh,2020,2,Mainpuri ,157546,3160394,Central Region
uttar-pradesh,2020,2,Kanpur Dehat ,116906,2413348,Central Region
uttar-pradesh,2020,2,Jaunpur ,423581,8019612,Central Region
uttar-pradesh,2020,2,Kaushambi ,79177,1412360,Central Region
uttar-pradesh,2020,2,Hapur ,187076,3658801,Central Region
uttar-pradesh,2020,2,Hamirpur ,82461,1534887,Central Region
uttar-pradesh,2020,2,Meerut ,566838,9319137,Central Region
uttar-pradesh,2020,2,Mathura ,401021,7179114,Central Region
uttar-pradesh,2020,2,Chitrakoot ,57001,984695,Central Region
uttar-pradesh,2020,2,Lalitpur ,96852,1665097,Central Region
uttar-pradesh,2020,2,Mau ,191234,3117295,Central Region
uttar-pradesh,2020,2,Mirzapur ,207293,3482196,Central Region
uttar-pradesh,2020,2,Bulandshahr ,341588,7688731,Central Region
uttar-pradesh,2020,2,Gonda ,193655,3767752,Central Region
uttar-pradesh,2020,2,Jhansi ,309640,5331182,Central Region
uttar-pradesh,2020,2,Chandauli ,196636,3319917,Central Region
uttar-pradesh,2020,2,Bhadohi ,148612,2670538,Central Region
uttar-pradesh,2020,2,Pratapgarh ,238168,4546598,Central Region
uttar-pradesh,2020,2,Saharanpur ,377311,7048443,Central Region
uttar-pradesh,2020,2,Bara Banki ,186789,3043091,Central Region
uttar-pradesh,2020,2,Bareilly ,507342,7984378,Central Region
uttar-pradesh,2020,2,Sitapur ,251510,3279034,Central Region
uttar-pradesh,2020,2,Sultanpur ,198267,3580001,Central Region
uttar-pradesh,2020,2,Agra ,746336,11458559,Central Region
uttar-pradesh,2020,2,Fatehpur ,143578,2384005,Central Region
uttar-pradesh,2020,2,Rae Bareli ,172513,2795924,Central Region
uttar-pradesh,2020,2,Firozabad ,255512,4270279,Central Region
uttar-pradesh,2020,2,Kheri ,271159,3508993,Central Region
uttar-pradesh,2020,2,Gorakhpur ,600961,9529572,Central Region
uttar-pradesh,2020,2,Unnao ,187748,3121463,Central Region
uttar-pradesh,2020,2,Prayagraj ,892787,11979603,Central Region
uttar-pradesh,2020,2,Sonbhadra ,181105,3490008,Central Region
uttar-pradesh,2020,2,Ghazipur ,337515,6167979,Central Region
uttar-pradesh,2020,2,Farrukhabad ,147186,2878633,Central Region
uttar-pradesh,2020,2,Kannauj ,126696,2292499,Central Region
uttar-pradesh,2020,2,Azamgarh ,379884,6610600,Central Region
uttar-pradesh,2020,2,Ayodhya ,245136,3986581,Central Region
uttar-pradesh,2020,2,Deoria ,321321,6346598,Central Region
uttar-pradesh,2020,2,Ghaziabad ,1399514,25466172,Central Region
uttar-pradesh,2020,3,Amethi ,175672,3135028,Central Region
uttar-pradesh,2020,3,Siddharthnagar ,176555,4410888,Central Region
uttar-pradesh,2020,3,Auraiya ,136156,2459782,Central Region
uttar-pradesh,2020,3,Sambhal ,141580,2157953,Central Region
uttar-pradesh,2020,3,Kanpur Nagar ,941379,14730136,Central Region
uttar-pradesh,2020,3,Aligarh ,489555,8765586,Central Region
uttar-pradesh,2020,3,Mahoba ,71317,1211722,Central Region
uttar-pradesh,2020,3,Lucknow ,1551932,25954376,Central Region
uttar-pradesh,2020,3,Sant Kabeer Nagar ,136932,2975927,Central Region
uttar-pradesh,2020,3,Hathras ,164058,2922172,Central Region
uttar-pradesh,2020,3,Budaun ,188814,2861757,Central Region
uttar-pradesh,2020,3,Moradabad ,329322,5210373,Central Region
uttar-pradesh,2020,3,Kushinagar ,366656,8179739,Central Region
uttar-pradesh,2020,3,Baghpat ,173593,3523714,Central Region
uttar-pradesh,2020,3,Shahjahanpur ,219668,3118202,Central Region
uttar-pradesh,2020,3,Muzaffarnagar ,320098,5388746,Central Region
uttar-pradesh,2020,3,Ambedkar Nagar ,219649,3805579,Central Region
uttar-pradesh,2020,3,Bahraich ,158041,2477910,Central Region
uttar-pradesh,2020,3,Jalaun ,164885,2835173,Central Region
uttar-pradesh,2020,3,Rampur ,174194,2681970,Central Region
uttar-pradesh,2020,3,Ballia ,347325,6824186,Central Region
uttar-pradesh,2020,3,Shravasti ,40056,686485,Central Region
uttar-pradesh,2020,3,Kasganj ,111622,1782260,Central Region
uttar-pradesh,2020,3,Varanasi ,927313,13603279,Central Region
uttar-pradesh,2020,3,Gautam Buddha Nagar ,1885370,47735179,Central Region
uttar-pradesh,2020,3,Basti ,232300,5028229,Central Region
uttar-pradesh,2020,3,Shamli ,134703,2422480,Central Region
uttar-pradesh,2020,3,Maharajganj ,236496,4478038,Central Region
uttar-pradesh,2020,3,Etawah ,178286,3083574,Central Region
uttar-pradesh,2020,3,Etah ,152537,2565815,Central Region
uttar-pradesh,2020,3,Banda ,109260,1621264,Central Region
uttar-pradesh,2020,3,Bijnor ,315548,5301772,Central Region
uttar-pradesh,2020,3,Hardoi ,224504,3254196,Central Region
uttar-pradesh,2020,3,Balrampur ,104746,2091334,Central Region
uttar-pradesh,2020,3,Amroha ,171549,3029210,Central Region
uttar-pradesh,2020,3,Pilibhit ,167139,2371333,Central Region
uttar-pradesh,2020,3,Mainpuri ,176651,2844338,Central Region
uttar-pradesh,2020,3,Kanpur Dehat ,131597,2432061,Central Region
uttar-pradesh,2020,3,Jaunpur ,470090,9596375,Central Region
uttar-pradesh,2020,3,Kaushambi ,89293,1463592,Central Region
uttar-pradesh,2020,3,Hapur ,207549,4271913,Central Region
uttar-pradesh,2020,3,Hamirpur ,92148,1593325,Central Region
uttar-pradesh,2020,3,Meerut ,624570,11216890,Central Region
uttar-pradesh,2020,3,Mathura ,450042,8334713,Central Region
uttar-pradesh,2020,3,Chitrakoot ,63813,1107947,Central Region
uttar-pradesh,2020,3,Lalitpur ,109905,1984885,Central Region
uttar-pradesh,2020,3,Mau ,211980,3522195,Central Region
uttar-pradesh,2020,3,Mirzapur ,229009,3873254,Central Region
uttar-pradesh,2020,3,Bulandshahr ,382144,7705483,Central Region
uttar-pradesh,2020,3,Gonda ,216590,4297700,Central Region
uttar-pradesh,2020,3,Jhansi ,340517,6542964,Central Region
uttar-pradesh,2020,3,Chandauli ,218583,3801210,Central Region
uttar-pradesh,2020,3,Bhadohi ,165497,3136062,Central Region
uttar-pradesh,2020,3,Pratapgarh ,265530,5036714,Central Region
uttar-pradesh,2020,3,Saharanpur ,419510,7614353,Central Region
uttar-pradesh,2020,3,Bara Banki ,208489,3294064,Central Region
uttar-pradesh,2020,3,Bareilly ,558821,8528332,Central Region
uttar-pradesh,2020,3,Sitapur ,281113,3262320,Central Region
uttar-pradesh,2020,3,Sultanpur ,218977,3965223,Central Region
uttar-pradesh,2020,3,Agra ,822893,13709198,Central Region
uttar-pradesh,2020,3,Fatehpur ,161230,2433963,Central Region
uttar-pradesh,2020,3,Rae Bareli ,190989,3062998,Central Region
uttar-pradesh,2020,3,Firozabad ,291115,4535491,Central Region
uttar-pradesh,2020,3,Kheri ,309435,3878339,Central Region
uttar-pradesh,2020,3,Gorakhpur ,661272,12200156,Central Region
uttar-pradesh,2020,3,Unnao ,210513,3242170,Central Region
uttar-pradesh,2020,3,Prayagraj ,974228,15657722,Central Region
uttar-pradesh,2020,3,Sonbhadra ,198688,4177900,Central Region
uttar-pradesh,2020,3,Ghazipur ,373352,6975372,Central Region
uttar-pradesh,2020,3,Farrukhabad ,165207,2675642,Central Region
uttar-pradesh,2020,3,Kannauj ,141507,2084687,Central Region
uttar-pradesh,2020,3,Azamgarh ,421262,7386152,Central Region
uttar-pradesh,2020,3,Ayodhya ,271190,4519954,Central Region
uttar-pradesh,2020,3,Deoria ,355557,7457098,Central Region
uttar-pradesh,2020,3,Ghaziabad ,1518450,32676386,Central Region
uttar-pradesh,2020,4,Amethi ,193465,3533542,Central Region
uttar-pradesh,2020,4,Siddharthnagar ,196286,4632822,Central Region
uttar-pradesh,2020,4,Auraiya ,149979,2911491,Central Region
uttar-pradesh,2020,4,Sambhal ,158974,2641035,Central Region
uttar-pradesh,2020,4,Kanpur Nagar ,1022768,18929689,Central Region
uttar-pradesh,2020,4,Aligarh ,541762,10792014,Central Region
uttar-pradesh,2020,4,Mahoba ,79027,1335011,Central Region
uttar-pradesh,2020,4,Lucknow ,1684510,35210954,Central Region
uttar-pradesh,2020,4,Sant Kabeer Nagar ,151391,3271655,Central Region
uttar-pradesh,2020,4,Hathras ,181527,3495694,Central Region
uttar-pradesh,2020,4,Budaun ,210856,3306391,Central Region
uttar-pradesh,2020,4,Moradabad ,366253,6381613,Central Region
uttar-pradesh,2020,4,Kushinagar ,403037,9574230,Central Region
uttar-pradesh,2020,4,Baghpat ,191550,4294924,Central Region
uttar-pradesh,2020,4,Shahjahanpur ,243863,3648346,Central Region
uttar-pradesh,2020,4,Muzaffarnagar ,356175,6791215,Central Region
uttar-pradesh,2020,4,Ambedkar Nagar ,239981,4170665,Central Region
uttar-pradesh,2020,4,Bahraich ,177840,2864530,Central Region
uttar-pradesh,2020,4,Jalaun ,180793,3330029,Central Region
uttar-pradesh,2020,4,Rampur ,193633,3151278,Central Region
uttar-pradesh,2020,4,Ballia ,381096,8196092,Central Region
uttar-pradesh,2020,4,Shravasti ,45237,753772,Central Region
uttar-pradesh,2020,4,Kasganj ,123544,2036634,Central Region
uttar-pradesh,2020,4,Varanasi ,1003989,17224553,Central Region
uttar-pradesh,2020,4,Gautam Buddha Nagar ,2030178,63536100,Central Region
uttar-pradesh,2020,4,Basti ,254542,5480133,Central Region
